LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
7.0,33.0,6.0,12.0,34.0,50.0,17.0,0.2,18.0,8.0,0.47,63.0,10.0,0.56,71.0,0.0,9.0,0.53,50.13,40.97,84170.75,0.68,345.0,0.02,4676.15,2054.19,0.59,16.0,28.0,48.0,0.13,149.0,196.0,40.0,22.0,126.0,39.32,83.0,0
9.0,23.0,5.0,0.0,9.0,42.0,12.0,0.22,20.0,11.0,0.92,50.0,3.0,0.18,54.0,0.0,11.0,0.92,64.45,18.77,22717.85,0.4,223.0,0.05,1262.1,1210.06,0.25,11.0,21.0,40.0,0.16,97.0,126.0,31.0,12.0,74.0,14.29,54.0,0
10.0,11.0,4.0,1.0,6.0,16.0,6.0,0.18,8.0,5.0,0.83,24.0,1.0,0.0,32.0,0.0,5.0,0.83,33.14,17.39,10016.44,0.19,109.0,0.06,556.47,576.11,0.17,4.0,8.0,20.0,0.12,45.0,64.0,22.0,17.0,52.0,17.95,33.0,1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,1.0,14.99,3.0,134.92,0.01,13.0,0.33,7.5,44.97,1.0,0.0,0.0,3.0,0.2,5.0,8.0,5.0,6.0,5.0,0.0,2.0,0
40.0,54.0,26.0,34.0,15.0,72.0,33.0,0.13,34.0,30.0,0.91,137.0,9.0,0.25,218.0,0.0,27.0,0.82,99.63,63.0,395422.98,2.09,891.0,0.02,21967.94,6276.56,0.27,19.0,36.0,106.0,0.09,378.0,513.0,99.0,33.0,385.0,18.35,252.0,1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,17.92,3.0,161.32,0.02,15.0,0.33,8.96,53.77,1.0,0.0,0.0,3.0,0.13,6.0,9.0,6.0,6.0,8.0,0.0,2.0,0
4.0,3.0,1.0,0.0,0.0,4.0,2.0,0.17,2.0,2.0,1.0,7.0,1.0,0.0,12.0,3.0,2.0,1.0,12.88,11.43,1681.7,0.05,36.0,0.09,93.43,147.15,0.5,1.0,2.0,7.0,0.1,16.0,20.0,7.0,10.0,21.0,0.0,12.0,0
7.0,41.0,0.0,6.0,26.0,68.0,23.0,0.17,34.0,1.0,0.04,111.0,1.0,0.0,128.0,0.0,1.0,0.04,73.7,38.72,110478.23,0.95,464.0,0.03,6137.68,2853.48,0.04,17.0,34.0,90.0,0.14,228.0,236.0,53.0,18.0,169.0,20.0,134.0,0
2.0,3.0,4.0,0.0,1.0,4.0,2.0,0.11,2.0,1.0,0.5,11.0,1.0,0.0,18.0,0.0,1.0,0.5,20.37,7.0,998.37,0.05,33.0,0.14,55.46,142.62,0.5,1.0,2.0,11.0,0.09,21.0,12.0,12.0,8.0,22.0,5.26,18.0,1
2.0,7.0,3.0,0.0,0.0,10.0,4.0,0.2,4.0,2.0,0.5,14.0,3.0,0.67,20.0,0.0,3.0,0.75,35.77,9.97,3555.02,0.12,75.0,0.1,197.5,356.62,0.75,3.0,5.0,12.0,0.17,29.0,46.0,16.0,11.0,24.0,0.0,20.0,0
0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,9.05,2.0,36.19,0.01,7.0,0.5,2.0,18.09,1.0,0.0,0.0,4.0,0.2,2.0,5.0,2.0,4.0,5.0,33.33,2.0,0
23.0,1.0,2.0,2.0,25.0,0.0,1.0,0.03,0.0,1.0,1.0,3.0,1.0,0.0,34.0,0.0,0.0,0.0,90.04,11.57,12056.16,0.35,200.0,0.09,669.79,1041.89,1.0,0.0,0.0,4.0,0.01,72.0,128.0,28.0,9.0,86.0,44.26,36.0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,10.8,3.33,120.0,0.01,12.0,0.3,6.67,36.0,1.0,0.0,0.0,3.0,0.2,4.0,8.0,3.0,5.0,5.0,0.0,3.0,0
8.0,15.0,6.0,3.0,2.0,28.0,1.0,0.01,14.0,1.0,1.0,41.0,1.0,0.0,77.0,0.0,1.0,1.0,54.45,21.29,24686.12,0.39,215.0,0.05,1371.45,1159.35,1.0,7.0,14.0,35.0,0.01,95.0,120.0,29.0,13.0,92.0,6.1,80.0,1
1.0,5.0,1.0,0.0,3.0,8.0,3.0,0.16,4.0,3.0,1.0,10.0,1.0,0.0,19.0,0.0,3.0,1.0,39.3,10.5,4332.79,0.14,90.0,0.1,240.71,412.65,0.33,2.0,4.0,9.0,0.08,42.0,48.0,16.0,8.0,36.0,13.64,19.0,0
3.0,3.0,3.0,0.0,0.0,4.0,2.0,0.17,2.0,2.0,1.0,7.0,1.0,0.0,12.0,0.0,2.0,1.0,34.85,6.75,1587.77,0.08,52.0,0.15,88.21,235.23,0.5,1.0,2.0,7.0,0.12,21.0,31.0,14.0,9.0,17.0,0.0,12.0,1
6.0,5.0,13.0,0.0,5.0,8.0,3.0,0.16,4.0,3.0,1.0,25.0,1.0,0.0,19.0,0.0,1.0,0.33,59.31,11.32,7603.23,0.22,123.0,0.09,422.4,671.51,0.33,2.0,4.0,24.0,0.09,54.0,69.0,31.0,13.0,35.0,20.83,19.0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,14.99,3.0,134.92,0.01,13.0,0.33,7.5,44.97,1.0,0.0,0.0,3.0,0.25,5.0,8.0,5.0,6.0,4.0,0.0,2.0,0
4.0,1.0,3.0,0.0,2.0,0.0,1.0,0.05,0.0,1.0,1.0,21.0,1.0,0.0,21.0,0.0,0.0,0.0,78.71,11.3,10041.78,0.3,183.0,0.09,557.88,889.01,1.0,0.0,0.0,22.0,0.03,71.0,112.0,22.0,7.0,29.0,8.7,21.0,0
1.0,5.0,0.0,0.0,0.0,8.0,3.0,0.3,4.0,1.0,0.33,9.0,3.0,1.0,10.0,0.0,3.0,1.0,10.91,9.17,916.67,0.03,25.0,0.11,50.93,100.0,1.0,2.0,4.0,8.0,0.23,11.0,14.0,6.0,10.0,13.0,0.0,10.0,1
84.0,223.0,5.0,14.0,125.0,286.0,112.0,0.15,88.0,18.0,0.16,383.0,78.0,0.69,723.0,0.0,99.0,0.88,75.37,243.43,4466096.06,6.12,2964.0,0.0,248116.46,18346.64,0.7,99.0,173.0,273.0,0.12,994.0,1970.0,49.0,24.0,948.0,16.12,737.0,1
12.0,3.0,3.0,0.0,0.0,4.0,2.0,0.25,2.0,2.0,1.0,7.0,1.0,0.0,8.0,0.0,2.0,1.0,24.92,5.45,741.46,0.05,32.0,0.18,41.19,135.93,0.5,1.0,2.0,7.0,0.09,15.0,17.0,11.0,8.0,23.0,0.0,8.0,0
332.0,69.0,8.0,1.0,355.0,136.0,35.0,0.08,68.0,33.0,0.94,521.0,1.0,0.0,428.0,0.0,32.0,0.91,1419.95,39.29,2192161.64,18.6,6120.0,0.03,121786.76,55792.03,0.03,34.0,68.0,488.0,0.03,2829.0,3291.0,540.0,15.0,1203.0,45.41,429.0,1
0.0,3.0,3.0,2.0,0.0,4.0,2.0,0.15,2.0,2.0,1.0,10.0,1.0,0.0,11.0,0.0,2.0,1.0,36.12,6.46,1508.02,0.08,54.0,0.15,83.78,233.38,0.5,1.0,2.0,10.0,0.11,24.0,30.0,13.0,7.0,18.0,15.38,13.0,1
1.0,5.0,1.0,0.0,2.0,8.0,3.0,0.2,4.0,1.0,0.33,15.0,1.0,0.0,15.0,0.0,0.0,0.0,15.21,9.0,1232.25,0.05,37.0,0.11,68.46,136.92,0.33,2.0,4.0,14.0,0.16,21.0,16.0,7.0,6.0,19.0,11.76,15.0,0
10.0,23.0,5.0,5.0,10.0,38.0,12.0,0.18,16.0,3.0,0.25,47.0,8.0,0.64,61.0,0.0,8.0,0.67,67.99,15.47,16262.02,0.35,195.0,0.06,903.45,1051.5,0.67,11.0,19.0,37.0,0.14,69.0,126.0,29.0,13.0,88.0,19.74,66.0,1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,11.3,6.13,423.78,0.02,20.0,0.16,23.54,69.19,1.0,0.0,0.0,3.0,0.25,7.0,13.0,4.0,7.0,4.0,0.0,2.0,0
5.0,5.0,1.0,4.0,5.0,8.0,3.0,0.21,4.0,2.0,0.67,11.0,1.0,0.0,10.0,0.0,3.0,1.0,14.71,15.28,3433.53,0.07,52.0,0.07,190.75,224.74,0.33,2.0,4.0,10.0,0.12,25.0,27.0,9.0,11.0,26.0,47.37,14.0,0
2.0,3.0,8.0,0.0,10.0,4.0,2.0,0.1,2.0,2.0,1.0,16.0,1.0,0.0,20.0,0.0,2.0,1.0,25.53,14.62,5460.2,0.12,85.0,0.07,303.34,373.35,0.5,1.0,2.0,16.0,0.06,39.0,46.0,12.0,9.0,34.0,33.33,20.0,0
1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.13,0.0,1.0,1.0,8.0,1.0,0.0,8.0,0.0,0.0,0.0,12.27,9.75,1166.0,0.04,36.0,0.1,64.78,119.59,1.0,0.0,0.0,9.0,0.09,13.0,23.0,4.0,6.0,11.0,0.0,8.0,0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,5.8,2.0,23.22,0.0,5.0,0.5,1.29,11.61,1.0,0.0,0.0,2.0,0.33,1.0,4.0,1.0,4.0,3.0,0.0,0.0,0
12.0,26.0,2.0,7.0,18.0,40.0,15.0,0.16,20.0,1.0,0.07,69.0,1.0,0.0,89.0,0.0,15.0,1.0,84.34,26.33,58449.54,0.74,342.0,0.04,3247.2,2220.21,0.07,10.0,20.0,56.0,0.12,173.0,169.0,69.0,21.0,127.0,21.93,96.0,0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,16.92,3.5,207.22,0.02,16.0,0.29,11.51,59.21,1.0,0.0,0.0,2.0,0.14,6.0,10.0,6.0,7.0,7.0,33.33,2.0,0
2.0,7.0,3.0,0.0,1.0,12.0,4.0,0.2,6.0,4.0,1.0,15.0,1.0,0.0,20.0,0.0,4.0,1.0,31.8,8.68,2394.74,0.09,61.0,0.12,133.04,275.94,0.25,3.0,6.0,13.0,0.16,27.0,34.0,14.0,9.0,25.0,4.76,20.0,0
7.0,15.0,2.0,4.0,8.0,20.0,8.0,0.24,6.0,2.0,0.25,24.0,8.0,1.0,30.0,0.0,8.0,1.0,32.25,11.37,4167.41,0.12,78.0,0.09,231.52,366.63,1.0,7.0,10.0,18.0,0.15,31.0,47.0,15.0,11.0,52.0,28.57,34.0,0
0.0,5.0,0.0,0.0,0.0,6.0,3.0,0.33,2.0,1.0,0.33,8.0,3.0,1.0,9.0,0.0,3.0,1.0,10.85,9.0,879.05,0.03,25.0,0.11,48.84,97.67,1.0,2.0,3.0,7.0,0.27,9.0,16.0,5.0,10.0,11.0,0.0,9.0,0
6.0,3.0,3.0,6.0,3.0,4.0,2.0,0.12,2.0,2.0,1.0,7.0,1.0,0.0,11.0,0.0,1.0,0.5,34.84,11.29,4444.2,0.13,81.0,0.09,246.9,393.5,0.5,1.0,2.0,7.0,0.07,32.0,49.0,17.0,12.0,28.0,45.0,17.0,1
2.0,5.0,9.0,3.0,2.0,8.0,3.0,0.11,4.0,3.0,1.0,19.0,1.0,0.0,24.0,0.0,2.0,0.67,31.69,15.17,7288.45,0.16,97.0,0.07,404.91,480.56,0.33,2.0,4.0,18.0,0.09,42.0,55.0,18.0,13.0,33.0,17.24,27.0,1
290.0,61.0,19.0,5.0,276.0,68.0,31.0,0.02,8.0,5.0,0.16,342.0,28.0,0.9,1603.0,0.0,4.0,0.13,1077.39,42.81,1974074.32,15.37,5521.0,0.02,109670.8,46117.72,0.9,30.0,34.0,313.0,0.01,1914.0,3607.0,313.0,14.0,2176.0,14.92,1608.0,1
29.0,60.0,11.0,2.0,56.0,72.0,40.0,0.21,36.0,37.0,0.93,144.0,1.0,0.0,186.0,0.0,40.0,1.0,88.2,63.0,350063.96,1.85,784.0,0.02,19448.0,5556.57,0.03,18.0,36.0,106.0,0.14,350.0,434.0,100.0,36.0,276.0,23.77,188.0,0
0.0,3.0,3.0,0.0,0.0,4.0,2.0,0.22,2.0,2.0,1.0,9.0,1.0,0.0,9.0,0.0,2.0,1.0,39.96,5.13,1053.02,0.07,46.0,0.19,58.5,205.13,0.5,1.0,2.0,9.0,0.18,22.0,24.0,15.0,7.0,11.0,0.0,9.0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,17.92,3.0,161.32,0.02,15.0,0.33,8.96,53.77,1.0,0.0,0.0,3.0,0.17,6.0,9.0,6.0,6.0,6.0,0.0,2.0,0
11.0,72.0,1.0,9.0,14.0,126.0,39.0,0.25,62.0,3.0,0.08,137.0,3.0,0.05,145.0,0.0,39.0,1.0,37.02,63.15,147591.36,0.78,399.0,0.02,8199.52,2337.33,0.08,32.0,63.0,100.0,0.21,145.0,254.0,31.0,27.0,188.0,13.69,154.0,1
0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,10.44,3.5,127.89,0.01,11.0,0.29,7.11,36.54,1.0,0.0,0.0,4.0,0.25,3.0,8.0,3.0,7.0,4.0,0.0,2.0,0
1.0,5.0,1.0,1.0,1.0,8.0,3.0,0.2,4.0,2.0,0.67,11.0,1.0,0.0,14.0,1.0,3.0,1.0,17.31,12.55,2724.01,0.07,48.0,0.08,151.33,217.13,0.33,2.0,4.0,10.0,0.16,23.0,25.0,11.0,12.0,19.0,12.5,15.0,1
1.0,3.0,2.0,0.0,1.0,4.0,2.0,0.15,2.0,2.0,1.0,6.0,1.0,0.0,13.0,0.0,2.0,1.0,38.52,7.94,2431.42,0.1,63.0,0.13,135.08,306.05,0.5,1.0,2.0,6.0,0.11,26.0,37.0,18.0,11.0,19.0,7.14,13.0,0
3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.25,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,9.0,3.33,100.0,0.01,10.0,0.3,5.56,30.0,1.0,0.0,0.0,3.0,0.1,4.0,6.0,3.0,5.0,10.0,40.0,4.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,0.0,0.0,2.0,0.2,1.0,3.0,1.0,3.0,5.0,0.0,2.0,0
3.0,7.0,2.0,9.0,0.0,12.0,4.0,0.12,6.0,2.0,0.5,16.0,1.0,0.0,24.0,0.0,3.0,0.75,37.85,14.77,8259.3,0.19,109.0,0.07,458.85,559.09,0.25,3.0,6.0,14.0,0.11,50.0,59.0,22.0,13.0,38.0,27.27,33.0,0
2.0,16.0,0.0,4.0,2.0,4.0,13.0,0.17,2.0,1.0,0.08,32.0,1.0,0.0,74.0,0.0,11.0,0.85,39.92,17.92,12813.74,0.24,131.0,0.06,711.87,715.19,0.08,1.0,2.0,21.0,0.15,43.0,88.0,24.0,20.0,84.0,7.5,78.0,0
5.0,7.0,2.0,3.0,3.0,4.0,1.0,0.03,2.0,1.0,1.0,21.0,1.0,0.0,28.0,0.0,1.0,1.0,46.66,12.03,6756.37,0.19,100.0,0.08,375.35,561.47,1.0,1.0,2.0,18.0,0.02,38.0,62.0,30.0,19.0,41.0,17.65,31.0,0
0.0,9.0,0.0,0.0,5.0,10.0,5.0,0.56,2.0,1.0,0.2,11.0,5.0,1.0,9.0,0.0,4.0,0.8,22.93,6.0,825.65,0.05,33.0,0.17,45.87,137.61,1.0,4.0,5.0,8.0,0.31,12.0,21.0,9.0,9.0,16.0,35.71,9.0,0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.01,0.0,1.0,0.0,1.0,67.0,0.0,1.0,0
2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.08,0.0,1.0,1.0,12.0,1.0,0.0,13.0,0.0,0.0,0.0,49.62,8.88,3916.66,0.15,102.0,0.11,217.59,440.84,1.0,0.0,0.0,13.0,0.06,33.0,69.0,13.0,7.0,18.0,7.14,13.0,1
4.0,7.0,1.0,3.0,5.0,12.0,4.0,0.21,6.0,2.0,0.5,14.0,1.0,0.0,16.0,0.0,4.0,1.0,18.3,10.39,1975.6,0.06,44.0,0.1,109.76,190.16,0.25,3.0,6.0,12.0,0.13,17.0,27.0,9.0,11.0,30.0,33.33,19.0,1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,12.18,3.0,109.62,0.01,11.0,0.33,6.09,36.54,1.0,0.0,0.0,3.0,0.14,4.0,7.0,4.0,6.0,7.0,0.0,2.0,0
7.0,15.0,6.0,19.0,1.0,16.0,10.0,0.2,8.0,5.0,0.5,35.0,1.0,0.0,32.0,0.0,10.0,1.0,36.91,22.5,18684.38,0.28,154.0,0.04,1038.02,830.42,0.1,4.0,8.0,27.0,0.16,60.0,94.0,24.0,18.0,63.0,38.46,51.0,0
0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,4.0,1.0,0.0,3.0,0.0,1.0,1.0,11.39,3.5,139.52,0.01,12.0,0.29,7.75,39.86,1.0,0.0,0.0,5.0,0.2,3.0,9.0,3.0,7.0,5.0,0.0,3.0,0
0.0,9.0,1.0,3.0,0.0,12.0,5.0,0.71,2.0,5.0,1.0,15.0,4.0,0.75,4.0,0.0,5.0,1.0,6.95,27.62,5307.06,0.06,47.0,0.04,294.84,192.11,0.8,5.0,8.0,12.0,0.5,17.0,30.0,4.0,13.0,10.0,42.86,7.0,0
25.0,85.0,33.0,7.0,76.0,120.0,43.0,0.25,36.0,30.0,0.7,200.0,28.0,0.64,166.0,0.0,13.0,0.3,117.38,36.44,155844.09,1.43,641.0,0.03,8658.0,4277.02,0.65,42.0,77.0,159.0,0.16,265.0,376.0,80.0,22.0,276.0,33.33,173.0,1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,6.0,1.0,1.0,27.35,3.0,246.13,0.03,21.0,0.33,13.67,82.04,1.0,0.0,0.0,3.0,0.17,9.0,12.0,9.0,6.0,6.0,0.0,2.0,0
2.0,9.0,0.0,1.0,1.0,16.0,5.0,0.24,8.0,1.0,0.2,18.0,5.0,1.0,20.0,0.0,3.0,0.6,18.73,12.0,2696.88,0.07,52.0,0.08,149.83,224.74,1.0,4.0,8.0,15.0,0.19,24.0,28.0,10.0,10.0,26.0,9.09,21.0,0
11.0,13.0,3.0,13.0,7.0,22.0,7.0,0.12,10.0,3.0,0.43,26.0,1.0,0.0,47.0,0.0,6.0,0.86,76.35,23.76,43102.16,0.6,298.0,0.04,2394.56,1814.06,0.14,6.0,11.0,21.0,0.09,132.0,166.0,50.0,18.0,80.0,29.85,60.0,1
0.0,3.0,0.0,0.0,2.0,4.0,2.0,0.4,2.0,1.0,0.5,5.0,1.0,0.0,5.0,0.0,2.0,1.0,10.28,4.38,196.76,0.01,13.0,0.23,10.93,44.97,0.5,1.0,2.0,5.0,0.22,5.0,8.0,4.0,7.0,9.0,28.57,5.0,0
3.0,11.0,1.0,0.0,0.0,16.0,6.0,0.33,6.0,1.0,0.17,23.0,6.0,1.0,18.0,0.0,6.0,1.0,34.6,17.18,10215.3,0.2,115.0,0.06,567.52,594.54,1.0,5.0,8.0,19.0,0.26,54.0,61.0,22.0,14.0,23.0,0.0,18.0,0
5.0,21.0,2.0,2.0,6.0,40.0,11.0,0.24,20.0,10.0,0.91,45.0,1.0,0.0,43.0,0.0,11.0,1.0,48.53,18.92,17378.71,0.31,175.0,0.05,965.48,918.39,0.09,10.0,20.0,36.0,0.19,82.0,93.0,26.0,12.0,58.0,15.69,45.0,1
5.0,1.0,1.0,0.0,6.0,0.0,1.0,0.05,0.0,1.0,1.0,2.0,1.0,0.0,20.0,0.0,1.0,1.0,86.01,6.09,3192.57,0.17,103.0,0.16,177.37,524.01,1.0,0.0,0.0,3.0,0.02,47.0,56.0,27.0,7.0,43.0,23.08,20.0,0
3.0,5.0,0.0,2.0,0.0,8.0,3.0,0.23,4.0,1.0,0.33,9.0,1.0,0.0,11.0,0.0,3.0,1.0,15.25,7.43,841.66,0.04,29.0,0.13,46.76,113.3,0.33,2.0,4.0,8.0,0.17,13.0,16.0,7.0,8.0,18.0,15.38,13.0,0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,11.63,2.0,46.53,0.01,9.0,0.5,2.58,23.26,1.0,0.0,0.0,2.0,0.2,4.0,5.0,3.0,3.0,5.0,0.0,3.0,0
8.0,3.0,1.0,0.0,3.0,4.0,2.0,0.04,2.0,1.0,0.5,6.0,1.0,0.0,53.0,0.0,2.0,1.0,186.16,7.23,9723.75,0.45,216.0,0.14,540.21,1345.42,0.5,1.0,2.0,6.0,0.03,106.0,110.0,66.0,9.0,66.0,5.36,53.0,0
24.0,24.0,3.0,7.0,2.0,10.0,20.0,0.29,4.0,19.0,0.95,46.0,1.0,0.0,61.0,0.0,20.0,1.0,40.79,42.5,73684.33,0.58,281.0,0.02,4093.57,1733.75,0.05,3.0,5.0,28.0,0.21,119.0,162.0,42.0,30.0,97.0,12.86,68.0,1
2.0,3.0,1.0,1.0,0.0,4.0,2.0,0.25,2.0,1.0,0.5,6.0,1.0,0.0,7.0,0.0,1.0,0.5,14.43,5.14,381.76,0.02,19.0,0.19,21.21,74.23,0.5,1.0,2.0,6.0,0.17,9.0,10.0,7.0,8.0,12.0,12.5,8.0,0
2.0,1.0,4.0,3.0,7.0,0.0,1.0,0.1,0.0,1.0,1.0,8.0,1.0,0.0,7.0,0.0,1.0,1.0,27.17,9.38,2388.32,0.08,58.0,0.11,132.68,254.75,1.0,0.0,0.0,9.0,0.04,25.0,33.0,12.0,9.0,23.0,58.82,10.0,0
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.22,2.0,1.0,0.5,5.0,1.0,0.0,9.0,0.0,2.0,1.0,12.93,9.9,1267.2,0.04,32.0,0.1,70.4,128.0,0.5,1.0,2.0,5.0,0.17,9.0,23.0,5.0,11.0,12.0,0.0,9.0,0
0.0,3.0,2.0,1.0,0.0,4.0,2.0,0.17,2.0,1.0,0.5,8.0,1.0,0.0,11.0,1.0,2.0,1.0,25.59,8.8,1981.55,0.08,54.0,0.11,110.09,225.18,0.5,1.0,2.0,8.0,0.14,22.0,32.0,10.0,8.0,14.0,8.33,12.0,0
1.0,5.0,0.0,0.0,0.0,8.0,3.0,1.5,2.0,1.0,0.33,7.0,1.0,0.0,2.0,1.0,3.0,1.0,13.29,4.5,269.08,0.02,18.0,0.22,14.95,59.79,0.33,3.0,4.0,6.0,0.6,6.0,12.0,4.0,6.0,5.0,0.0,2.0,0
6.0,1.0,1.0,0.0,7.0,0.0,1.0,0.04,0.0,1.0,1.0,23.0,1.0,0.0,25.0,0.0,0.0,0.0,93.27,12.38,14306.29,0.39,229.0,0.08,794.79,1155.17,1.0,0.0,0.0,24.0,0.03,92.0,137.0,26.0,7.0,40.0,21.88,25.0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,6.55,3.0,58.95,0.01,7.0,0.33,3.28,19.65,1.0,0.0,0.0,3.0,0.25,1.0,6.0,1.0,6.0,4.0,0.0,2.0,0
9.0,1.0,2.0,2.0,25.0,0.0,1.0,0.1,0.0,1.0,1.0,3.0,1.0,0.0,8.0,0.0,0.0,0.0,33.62,6.0,1210.43,0.07,44.0,0.17,67.25,201.74,1.0,0.0,0.0,4.0,0.02,20.0,24.0,15.0,9.0,46.0,77.14,10.0,0
2.0,3.0,0.0,1.0,0.0,4.0,2.0,0.33,2.0,1.0,0.5,6.0,1.0,0.0,5.0,1.0,2.0,1.0,10.95,6.0,394.38,0.02,19.0,0.17,21.91,65.73,0.5,1.0,2.0,6.0,0.18,10.0,9.0,5.0,6.0,11.0,16.67,6.0,0
2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.08,0.0,1.0,1.0,4.0,1.0,0.0,13.0,0.0,1.0,1.0,10.6,19.25,3929.05,0.07,59.0,0.05,218.28,204.11,1.0,0.0,0.0,5.0,0.05,22.0,37.0,4.0,7.0,20.0,0.0,13.0,1
5.0,11.0,3.0,0.0,1.0,20.0,6.0,0.2,10.0,6.0,1.0,25.0,1.0,0.0,30.0,0.0,6.0,1.0,41.4,12.75,6729.35,0.18,111.0,0.08,373.85,527.79,0.17,5.0,10.0,21.0,0.16,51.0,60.0,18.0,9.0,38.0,3.23,30.0,0
3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.06,0.0,1.0,1.0,15.0,1.0,0.0,17.0,0.0,1.0,1.0,35.89,18.75,12619.31,0.22,140.0,0.05,701.07,673.03,1.0,0.0,0.0,16.0,0.04,50.0,90.0,16.0,12.0,23.0,5.56,17.0,1
8.0,1.0,2.0,2.0,25.0,0.0,1.0,0.11,0.0,1.0,1.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,33.62,6.0,1210.43,0.07,44.0,0.17,67.25,201.74,1.0,0.0,0.0,4.0,0.02,20.0,24.0,15.0,9.0,44.0,79.41,9.0,0
8.0,3.0,1.0,0.0,15.0,4.0,2.0,0.01,2.0,2.0,1.0,31.0,1.0,0.0,181.0,0.0,2.0,1.0,13.26,258.32,884783.14,1.14,747.0,0.0,49154.62,3424.97,0.5,1.0,2.0,31.0,0.01,310.0,437.0,9.0,15.0,206.0,7.65,181.0,0
6.0,7.0,3.0,1.0,4.0,12.0,4.0,0.21,6.0,3.0,0.75,14.0,1.0,0.0,18.0,0.0,2.0,0.5,26.96,10.29,2852.5,0.09,59.0,0.1,158.47,277.33,0.25,3.0,6.0,12.0,0.13,24.0,35.0,14.0,12.0,31.0,21.74,19.0,0
