LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,label
6.0,9.0,0.0,2.0,5.0,1.0,3.0,27.0,33.0,12.95,5534.14,0.14,84.0,0.08,307.45,427.35,37.0,47.0,20.0,14.0,37.0,0
18.0,25.0,3.0,4.0,14.0,10.0,8.0,107.0,66.17,41.9,116162.54,0.92,422.0,0.02,6453.47,2772.48,173.0,249.0,64.0,31.0,134.0,1
5.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,18.87,7.07,943.59,0.04,32.0,0.14,52.42,133.44,9.0,23.0,7.0,11.0,18.0,0
1.0,3.0,0.0,0.0,2.0,2.0,1.0,14.0,33.11,7.2,1716.61,0.08,52.0,0.14,95.37,238.42,24.0,28.0,15.0,9.0,17.0,0
12.0,15.0,0.0,0.0,8.0,4.0,1.0,66.0,64.87,27.91,50542.51,0.6,326.0,0.04,2807.92,1810.8,146.0,180.0,34.0,13.0,80.0,0
7.0,7.0,0.0,0.0,4.0,1.0,1.0,29.0,46.12,24.23,27080.43,0.37,210.0,0.04,1504.47,1117.6,90.0,120.0,26.0,14.0,38.0,1
0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.75,0.0,3.0,0.0,3.0,7.0,0
4.0,3.0,0.0,4.0,2.0,1.0,1.0,11.0,18.68,12.35,2849.17,0.08,51.0,0.08,158.29,230.7,19.0,32.0,10.0,13.0,21.0,0
0.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,7.92,4.0,126.8,0.01,10.0,0.25,7.04,31.7,4.0,6.0,3.0,6.0,5.0,0
3.0,15.0,0.0,2.0,8.0,8.0,4.0,41.0,56.56,15.72,13984.32,0.3,166.0,0.06,776.91,889.35,76.0,90.0,29.0,12.0,49.0,0
6.0,3.0,0.0,6.0,2.0,2.0,1.0,20.0,42.13,9.67,3936.96,0.14,83.0,0.1,218.72,407.27,29.0,54.0,18.0,12.0,34.0,0
5.0,5.0,0.0,1.0,3.0,2.0,1.0,7.0,22.81,10.96,2740.19,0.08,52.0,0.09,152.23,249.98,19.0,33.0,13.0,15.0,15.0,0
4.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,23.63,7.5,1328.99,0.06,41.0,0.13,73.83,177.2,15.0,26.0,10.0,10.0,16.0,0
3.0,5.0,0.0,0.0,3.0,2.0,3.0,8.0,16.14,7.5,907.6,0.04,28.0,0.13,50.42,121.01,10.0,18.0,8.0,12.0,13.0,0
15.0,7.0,0.0,0.0,4.0,3.0,1.0,68.0,35.17,45.85,73943.47,0.54,317.0,0.02,4107.97,1612.73,131.0,186.0,20.0,14.0,85.0,1
1.0,5.0,0.0,0.0,3.0,1.0,3.0,9.0,9.57,8.75,732.92,0.03,22.0,0.11,40.72,83.76,7.0,15.0,4.0,10.0,12.0,0
3.0,3.0,0.0,0.0,2.0,2.0,1.0,7.0,18.55,5.69,599.95,0.04,27.0,0.18,33.33,105.49,13.0,14.0,8.0,7.0,12.0,0
0.0,5.0,0.0,3.0,3.0,2.0,1.0,13.0,24.28,12.54,3814.78,0.1,64.0,0.08,211.93,304.31,27.0,37.0,14.0,13.0,16.0,1
0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,21.36,2.33,116.27,0.02,15.0,0.43,6.46,49.83,7.0,8.0,6.0,4.0,4.0,0
0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,7.0,0
12.0,49.0,0.0,16.0,25.0,9.0,15.0,117.0,95.89,47.53,216664.22,1.52,715.0,0.02,12036.9,4558.15,248.0,467.0,60.0,23.0,149.0,1
13.0,13.0,0.0,0.0,12.0,1.0,1.0,42.0,30.57,21.48,14101.51,0.22,121.0,0.05,783.42,656.58,45.0,76.0,22.0,21.0,57.0,0
6.0,21.0,0.0,5.0,11.0,8.0,6.0,82.0,48.69,51.0,126648.13,0.83,440.0,0.02,7036.01,2483.3,153.0,287.0,30.0,20.0,96.0,1
2.0,5.0,0.0,0.0,3.0,2.0,1.0,13.0,8.39,23.8,4751.73,0.07,47.0,0.04,263.99,199.65,17.0,30.0,5.0,14.0,18.0,0
2.0,3.0,0.0,0.0,2.0,2.0,1.0,17.0,38.07,6.94,1836.14,0.09,55.0,0.14,102.01,264.4,25.0,30.0,18.0,10.0,21.0,0
3.0,5.0,0.0,0.0,3.0,2.0,1.0,21.0,24.53,12.0,3531.87,0.1,66.0,0.08,196.21,294.32,24.0,42.0,11.0,11.0,26.0,0
7.0,7.0,0.0,2.0,4.0,2.0,4.0,23.0,29.88,21.55,13878.89,0.21,121.0,0.05,771.05,643.95,39.0,82.0,19.0,21.0,36.0,0
4.0,11.0,0.0,1.0,6.0,6.0,1.0,39.0,43.35,21.65,20324.0,0.31,183.0,0.05,1129.11,938.66,83.0,100.0,23.0,12.0,46.0,0
4.0,5.0,1.0,3.0,3.0,3.0,1.0,8.0,15.11,11.33,1941.4,0.06,39.0,0.09,107.86,171.3,17.0,22.0,9.0,12.0,18.0,0
5.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,21.8,7.88,1351.93,0.06,42.0,0.13,75.11,171.67,14.0,28.0,8.0,9.0,16.0,0
16.0,9.0,0.0,3.0,5.0,5.0,1.0,54.0,59.35,26.96,43121.91,0.53,288.0,0.04,2395.66,1599.72,141.0,147.0,34.0,13.0,76.0,0
1.0,33.0,0.0,1.0,17.0,3.0,12.0,18.0,50.56,47.25,112870.64,0.8,443.0,0.02,6270.59,2388.8,126.0,317.0,24.0,18.0,22.0,0
2.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,13.84,3.5,169.51,0.02,14.0,0.29,9.42,48.43,4.0,10.0,4.0,7.0,11.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,9.49,3.5,116.27,0.01,10.0,0.29,6.46,33.22,3.0,7.0,3.0,7.0,5.0,0
2.0,5.0,2.0,0.0,3.0,3.0,1.0,22.0,50.41,7.44,2790.6,0.13,72.0,0.13,155.03,375.08,31.0,41.0,25.0,12.0,28.0,1
9.0,9.0,2.0,2.0,5.0,4.0,1.0,27.0,47.18,16.72,13185.3,0.26,142.0,0.06,732.52,788.75,59.0,83.0,30.0,17.0,46.0,0
3.0,3.0,0.0,1.0,2.0,2.0,1.0,11.0,31.11,6.11,1160.29,0.06,42.0,0.16,64.45,189.99,19.0,23.0,14.0,9.0,17.0,0
11.0,57.0,0.0,7.0,29.0,14.0,15.0,138.0,65.91,42.05,116546.36,0.92,428.0,0.02,6474.8,2771.61,174.0,254.0,60.0,29.0,158.0,0
5.0,5.0,0.0,0.0,3.0,3.0,1.0,39.0,65.86,11.54,8772.02,0.25,134.0,0.09,487.33,760.1,61.0,73.0,37.0,14.0,46.0,0
3.0,3.0,0.0,0.0,2.0,2.0,1.0,12.0,27.99,3.44,330.73,0.03,26.0,0.29,18.37,96.21,11.0,15.0,8.0,5.0,17.0,0
10.0,1.0,0.0,5.0,1.0,1.0,1.0,16.0,58.08,7.5,3266.79,0.15,95.0,0.13,181.49,435.57,45.0,50.0,18.0,6.0,33.0,0
16.0,20.0,0.0,6.0,11.0,7.0,5.0,54.0,29.16,48.0,67179.48,0.47,241.0,0.02,3732.19,1399.57,96.0,145.0,28.0,28.0,81.0,0
7.0,7.0,0.0,0.0,4.0,3.0,3.0,17.0,36.32,12.08,5302.92,0.15,87.0,0.08,294.61,438.86,29.0,58.0,18.0,15.0,26.0,1
2.0,3.0,0.0,0.0,2.0,2.0,1.0,10.0,15.07,4.67,328.11,0.02,19.0,0.21,18.23,70.31,8.0,11.0,6.0,7.0,14.0,0
2.0,5.0,1.0,0.0,3.0,2.0,1.0,18.0,29.3,7.88,1817.18,0.08,48.0,0.13,100.95,230.75,21.0,27.0,16.0,12.0,23.0,0
3.0,7.0,1.0,0.0,4.0,4.0,1.0,30.0,33.7,15.84,8456.28,0.18,101.0,0.06,469.79,533.83,41.0,60.0,22.0,17.0,36.0,0
1.0,3.0,0.0,0.0,2.0,2.0,1.0,6.0,11.17,7.5,628.21,0.03,22.0,0.13,34.9,83.76,6.0,16.0,4.0,10.0,9.0,0
5.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,55.57,12.0,8001.68,0.22,130.0,0.08,444.54,666.81,46.0,84.0,23.0,12.0,27.0,0
7.0,15.0,0.0,3.0,8.0,8.0,6.0,38.0,35.39,22.65,18164.09,0.27,146.0,0.04,1009.12,801.81,62.0,84.0,26.0,19.0,50.0,1
2.0,13.0,0.0,0.0,7.0,3.0,7.0,16.0,14.9,12.44,2308.02,0.06,41.0,0.08,128.22,185.47,16.0,25.0,9.0,14.0,20.0,1
2.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,24.31,4.28,444.89,0.03,26.0,0.23,24.72,104.0,11.0,15.0,9.0,7.0,8.0,0
2.0,5.0,0.0,0.0,3.0,2.0,1.0,8.0,12.51,8.0,800.63,0.03,24.0,0.13,44.48,100.08,8.0,16.0,6.0,12.0,12.0,0
5.0,13.0,0.0,2.0,7.0,1.0,1.0,20.0,12.74,24.5,7647.93,0.1,70.0,0.04,424.88,312.16,28.0,42.0,8.0,14.0,30.0,0
0.0,45.0,0.0,0.0,44.0,1.0,1.0,141.0,95.69,27.5,72364.89,0.88,365.0,0.04,4020.27,2631.45,93.0,272.0,93.0,55.0,143.0,0
24.0,11.0,0.0,0.0,6.0,5.0,1.0,74.0,77.45,30.64,72698.95,0.79,394.0,0.03,4038.83,2372.81,160.0,234.0,47.0,18.0,101.0,0
2.0,19.0,1.0,0.0,10.0,2.0,10.0,9.0,18.92,21.6,8826.3,0.14,85.0,0.05,490.35,408.63,24.0,61.0,10.0,18.0,14.0,1
4.0,25.0,0.0,2.0,13.0,1.0,5.0,41.0,25.13,39.81,39830.32,0.33,188.0,0.03,2212.8,1000.52,88.0,100.0,21.0,19.0,50.0,0
1.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,11.31,7.2,586.15,0.03,22.0,0.14,32.56,81.41,9.0,13.0,5.0,8.0,13.0,0
4.0,11.0,0.0,0.0,6.0,2.0,5.0,22.0,15.07,17.11,4411.98,0.09,57.0,0.06,245.11,257.83,22.0,35.0,9.0,14.0,26.0,0
5.0,1.0,0.0,2.0,1.0,1.0,1.0,21.0,60.6,11.35,7801.62,0.23,133.0,0.09,433.42,687.6,59.0,74.0,26.0,10.0,30.0,0
2.0,7.0,0.0,1.0,4.0,3.0,4.0,15.0,32.15,10.53,3563.5,0.11,66.0,0.1,197.97,338.53,25.0,41.0,19.0,16.0,20.0,0
2.0,7.0,0.0,0.0,4.0,3.0,1.0,15.0,24.99,9.23,2129.55,0.08,51.0,0.11,118.31,230.7,24.0,27.0,13.0,10.0,19.0,0
2.0,9.0,0.0,0.0,5.0,2.0,1.0,13.0,25.16,11.85,3530.42,0.1,65.0,0.08,196.13,298.02,28.0,37.0,13.0,11.0,17.0,0
7.0,9.0,0.0,1.0,5.0,5.0,1.0,99.0,163.64,20.19,66687.57,1.1,492.0,0.05,3704.86,3303.41,209.0,283.0,88.0,17.0,107.0,1
9.0,17.0,0.0,10.0,9.0,7.0,8.0,57.0,55.62,23.07,29608.49,0.43,223.0,0.04,1644.92,1283.34,85.0,138.0,35.0,19.0,78.0,0
6.0,3.0,0.0,0.0,2.0,1.0,1.0,29.0,48.85,14.61,10426.15,0.24,137.0,0.07,579.23,713.7,48.0,89.0,23.0,14.0,37.0,0
6.0,16.0,2.0,27.0,9.0,6.0,3.0,51.0,46.79,21.85,22329.28,0.34,171.0,0.05,1240.52,1022.11,71.0,100.0,39.0,24.0,86.0,1
219.0,59.0,0.0,74.0,30.0,22.0,24.0,212.0,78.6,71.33,399935.95,1.87,892.0,0.01,22218.66,5606.58,321.0,571.0,54.0,24.0,507.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,19.58,3.5,239.86,0.02,18.0,0.29,13.33,68.53,7.0,11.0,7.0,7.0,5.0,0
8.0,21.0,0.0,1.0,11.0,7.0,8.0,43.0,25.48,30.5,23698.55,0.26,146.0,0.03,1316.59,777.0,61.0,85.0,20.0,20.0,54.0,0
5.0,5.0,0.0,0.0,3.0,3.0,1.0,28.0,37.73,16.36,10101.99,0.21,116.0,0.06,561.22,617.34,40.0,76.0,22.0,18.0,35.0,1
4.0,5.0,0.0,0.0,3.0,1.0,1.0,38.0,78.46,12.88,13018.74,0.34,180.0,0.08,723.26,1010.65,89.0,91.0,38.0,11.0,44.0,0
7.0,19.0,0.0,7.0,10.0,3.0,6.0,30.0,12.06,47.25,26919.86,0.19,115.0,0.02,1495.55,569.73,45.0,70.0,10.0,21.0,46.0,0
7.0,9.0,0.0,7.0,5.0,3.0,4.0,29.0,19.93,29.42,17256.56,0.2,122.0,0.03,958.7,586.5,51.0,71.0,13.0,15.0,47.0,0
8.0,1.0,0.0,0.0,1.0,1.0,1.0,8.0,14.81,12.6,2350.66,0.06,49.0,0.08,130.59,186.56,14.0,35.0,5.0,9.0,18.0,0
7.0,27.0,4.0,7.0,14.0,8.0,11.0,69.0,51.74,32.36,54181.04,0.56,277.0,0.03,3010.06,1674.3,121.0,156.0,43.0,23.0,89.0,1
29.0,67.0,0.0,16.0,34.0,1.0,26.0,114.0,14.38,112.13,180743.31,0.54,367.0,0.01,10041.3,1611.98,138.0,229.0,8.0,13.0,161.0,0
7.0,21.0,0.0,0.0,11.0,6.0,4.0,49.0,38.62,29.3,33151.78,0.38,194.0,0.03,1841.77,1131.58,75.0,119.0,32.0,25.0,59.0,1
5.0,5.0,0.0,4.0,3.0,1.0,1.0,20.0,12.57,29.86,11205.18,0.13,90.0,0.03,622.51,375.29,38.0,52.0,7.0,11.0,31.0,0
18.0,35.0,6.0,21.0,18.0,4.0,6.0,87.0,31.82,56.7,102297.08,0.6,315.0,0.02,5683.17,1804.29,127.0,188.0,28.0,25.0,135.0,1
15.0,61.0,4.0,7.0,31.0,20.0,22.0,153.0,122.21,42.66,222410.42,1.74,746.0,0.02,12356.13,5213.56,316.0,430.0,100.0,27.0,181.0,0
4.0,13.0,0.0,0.0,7.0,4.0,5.0,29.0,37.95,14.0,7439.1,0.18,102.0,0.07,413.28,531.36,46.0,56.0,23.0,14.0,33.0,1
3.0,3.0,0.0,0.0,2.0,2.0,1.0,14.0,19.38,10.13,1986.51,0.07,48.0,0.1,110.36,196.2,18.0,30.0,8.0,9.0,19.0,0
4.0,7.0,0.0,0.0,4.0,4.0,1.0,12.0,23.16,13.56,4259.18,0.1,64.0,0.07,236.62,314.04,31.0,33.0,16.0,14.0,18.0,0
4.0,7.0,0.0,0.0,4.0,3.0,1.0,21.0,19.78,12.83,3257.4,0.08,54.0,0.08,180.97,253.82,22.0,32.0,12.0,14.0,27.0,0
2.0,21.0,0.0,9.0,11.0,1.0,11.0,28.0,21.6,27.08,15847.16,0.2,126.0,0.04,880.4,585.13,50.0,76.0,12.0,13.0,39.0,0
2.0,9.0,0.0,2.0,5.0,2.0,5.0,24.0,35.84,12.53,5623.7,0.15,89.0,0.08,312.43,448.95,34.0,55.0,19.0,14.0,31.0,0
4.0,7.0,0.0,6.0,4.0,1.0,4.0,11.0,19.08,20.36,7907.09,0.13,77.0,0.05,439.28,388.42,30.0,47.0,14.0,19.0,24.0,0
4.0,13.0,1.0,6.0,7.0,6.0,6.0,39.0,34.17,14.03,6721.76,0.16,92.0,0.07,373.43,479.27,33.0,59.0,20.0,17.0,53.0,0
6.0,63.0,1.0,1.0,32.0,5.0,31.0,115.0,32.68,59.62,116160.08,0.65,337.0,0.02,6453.34,1948.32,133.0,204.0,29.0,26.0,126.0,1
1.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,35.6,4.5,720.82,0.05,41.0,0.22,40.05,160.18,18.0,23.0,10.0,5.0,14.0,0
4.0,23.0,0.0,19.0,12.0,1.0,12.0,39.0,37.75,17.39,11412.25,0.22,126.0,0.06,634.01,656.39,51.0,75.0,22.0,15.0,62.0,0
16.0,43.0,1.0,10.0,22.0,18.0,1.0,136.0,103.27,25.77,68604.07,0.89,409.0,0.04,3811.34,2661.69,183.0,226.0,71.0,20.0,165.0,1
6.0,1.0,0.0,0.0,1.0,1.0,1.0,16.0,66.59,6.0,2397.22,0.13,85.0,0.17,133.18,399.54,40.0,45.0,20.0,6.0,24.0,0
3.0,3.0,0.0,2.0,2.0,2.0,1.0,9.0,12.98,7.33,698.02,0.03,25.0,0.14,38.78,95.18,11.0,14.0,6.0,8.0,17.0,0
22.0,9.0,0.0,0.0,5.0,5.0,4.0,57.0,103.45,12.52,16205.79,0.43,206.0,0.08,900.32,1294.79,97.0,109.0,62.0,16.0,81.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,16.73,4.5,338.78,0.03,21.0,0.22,18.82,75.28,9.0,12.0,6.0,6.0,7.0,0
11.0,9.0,0.0,1.0,5.0,5.0,5.0,34.0,56.51,14.22,11431.28,0.27,141.0,0.07,635.07,803.76,64.0,77.0,36.0,16.0,48.0,1
55.0,29.0,0.0,20.0,15.0,4.0,5.0,169.0,152.84,33.8,174659.71,1.72,759.0,0.03,9703.32,5166.78,311.0,448.0,92.0,20.0,246.0,0
1.0,3.0,0.0,0.0,2.0,1.0,1.0,7.0,14.88,5.25,410.22,0.03,20.0,0.19,22.79,78.14,7.0,13.0,6.0,9.0,10.0,0
0.0,3.0,0.0,0.0,2.0,2.0,1.0,6.0,13.45,3.6,174.36,0.02,14.0,0.28,9.69,48.43,6.0,8.0,5.0,6.0,8.0,0
11.0,17.0,1.0,2.0,9.0,8.0,4.0,62.0,43.51,31.36,42802.85,0.45,235.0,0.03,2377.94,1364.73,90.0,145.0,33.0,23.0,78.0,1
5.0,5.0,0.0,1.0,3.0,3.0,1.0,22.0,38.2,10.23,3995.89,0.13,75.0,0.1,221.99,390.71,30.0,45.0,22.0,15.0,33.0,0
36.0,71.0,0.0,38.0,36.0,8.0,10.0,198.0,51.65,115.82,692845.24,1.99,976.0,0.01,38491.4,5982.18,392.0,584.0,44.0,26.0,276.0,0
2.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,17.71,7.5,996.26,0.04,34.0,0.13,55.35,132.83,10.0,24.0,6.0,9.0,11.0,0
12.0,25.0,0.0,6.0,13.0,7.0,10.0,110.0,45.65,53.63,131272.91,0.82,405.0,0.02,7292.94,2447.98,165.0,240.0,40.0,26.0,131.0,0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,22.14,2.5,138.38,0.02,16.0,0.4,7.69,55.35,6.0,10.0,6.0,5.0,9.0,0
8.0,10.0,0.0,4.0,6.0,5.0,1.0,50.0,33.65,31.03,32400.39,0.35,179.0,0.03,1800.02,1044.08,74.0,105.0,31.0,26.0,66.0,0
0.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,11.52,3.75,161.94,0.01,13.0,0.27,9.0,43.19,5.0,8.0,4.0,6.0,6.0,0
1.0,3.0,0.0,0.0,2.0,2.0,1.0,7.0,10.24,7.0,501.89,0.02,20.0,0.14,27.88,71.7,10.0,10.0,5.0,7.0,10.0,1
51.0,65.0,0.0,66.0,33.0,24.0,10.0,165.0,176.14,17.89,56367.41,1.05,448.0,0.06,3131.52,3150.97,168.0,280.0,108.0,23.0,284.0,1
3.0,3.0,0.0,7.0,2.0,2.0,1.0,14.0,24.53,6.8,1134.22,0.06,40.0,0.15,63.01,166.8,17.0,23.0,10.0,8.0,26.0,1
0.0,1.0,0.0,0.0,1.0,1.0,1.0,26.0,115.38,7.42,6346.51,0.29,178.0,0.13,352.58,855.71,89.0,89.0,24.0,4.0,34.0,0
6.0,1.0,0.0,9.0,1.0,1.0,1.0,9.0,19.79,9.5,1786.0,0.06,47.0,0.11,99.22,188.0,19.0,28.0,8.0,8.0,26.0,0
2.0,13.0,0.0,4.0,7.0,4.0,5.0,16.0,19.49,13.46,3530.54,0.09,54.0,0.07,196.14,262.33,19.0,35.0,12.0,17.0,28.0,1
16.0,31.0,0.0,2.0,16.0,12.0,6.0,77.0,70.33,31.91,71631.48,0.75,370.0,0.03,3979.53,2244.45,150.0,220.0,47.0,20.0,97.0,1
6.0,13.0,0.0,0.0,7.0,5.0,4.0,32.0,27.28,21.26,12333.82,0.19,109.0,0.05,685.21,580.09,47.0,62.0,21.0,19.0,40.0,0
8.0,23.0,0.0,6.0,12.0,11.0,1.0,50.0,46.46,26.28,32085.5,0.41,225.0,0.04,1782.53,1220.91,73.0,152.0,25.0,18.0,66.0,1
1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,22.2,3.0,199.82,0.02,18.0,0.33,11.1,66.61,7.0,11.0,7.0,6.0,8.0,0
20.0,17.0,1.0,6.0,9.0,8.0,4.0,49.0,43.32,36.79,58646.42,0.53,281.0,0.03,3258.13,1593.95,97.0,184.0,29.0,22.0,78.0,0
0.0,3.0,0.0,0.0,2.0,1.0,1.0,9.0,15.6,2.5,97.5,0.01,13.0,0.4,5.42,39.0,3.0,10.0,3.0,5.0,11.0,0
1.0,27.0,0.0,0.0,14.0,14.0,14.0,20.0,34.3,22.48,17329.12,0.26,148.0,0.04,962.73,771.0,59.0,89.0,21.0,16.0,23.0,0
1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,15.95,2.5,99.66,0.01,12.0,0.4,5.54,39.86,5.0,7.0,5.0,5.0,7.0,0
6.0,3.0,0.0,0.0,2.0,2.0,1.0,16.0,32.7,7.19,1689.22,0.08,50.0,0.14,93.85,235.02,23.0,27.0,16.0,10.0,24.0,0
4.0,5.0,0.0,0.0,3.0,2.0,1.0,13.0,20.35,12.38,3121.04,0.08,53.0,0.08,173.39,252.01,23.0,30.0,13.0,14.0,19.0,0
0.0,7.0,0.0,1.0,4.0,3.0,1.0,6.0,14.27,4.67,310.84,0.02,18.0,0.21,17.27,66.61,8.0,10.0,6.0,7.0,9.0,0
10.0,13.0,0.0,9.0,8.0,5.0,1.0,47.0,36.23,28.8,30051.42,0.35,190.0,0.03,1669.52,1043.45,72.0,118.0,25.0,20.0,68.0,0
7.0,25.0,0.0,0.0,13.0,8.0,11.0,54.0,45.96,18.89,16398.64,0.29,161.0,0.05,911.04,868.16,68.0,93.0,27.0,15.0,63.0,1
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0
21.0,75.0,0.0,0.0,38.0,7.0,9.0,136.0,71.84,46.47,155154.34,1.11,536.0,0.02,8619.69,3338.65,239.0,297.0,54.0,21.0,161.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,16.18,4.0,258.89,0.02,17.0,0.25,14.38,64.73,6.0,11.0,6.0,8.0,6.0,0
5.0,7.0,0.0,0.0,4.0,4.0,1.0,14.0,26.69,7.77,1612.47,0.07,48.0,0.13,89.58,207.45,19.0,29.0,11.0,9.0,21.0,0
5.0,37.0,1.0,1.0,19.0,12.0,13.0,54.0,29.86,49.11,72013.96,0.49,256.0,0.02,4000.78,1466.35,102.0,154.0,27.0,26.0,63.0,1
1.0,7.0,0.0,0.0,4.0,2.0,1.0,11.0,21.3,8.71,1615.1,0.06,41.0,0.11,89.73,185.47,19.0,22.0,12.0,11.0,14.0,0
4.0,5.0,0.0,8.0,3.0,2.0,1.0,18.0,24.84,20.31,10242.1,0.17,110.0,0.05,569.01,504.35,48.0,62.0,13.0,11.0,32.0,0
5.0,3.0,0.0,0.0,2.0,2.0,1.0,16.0,58.69,3.17,588.5,0.06,43.0,0.32,32.68,185.84,19.0,24.0,15.0,5.0,23.0,0
6.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0,35.71,7.75,2144.55,0.09,63.0,0.13,119.14,276.72,31.0,32.0,14.0,7.0,20.0,0
5.0,1.0,0.0,0.0,1.0,1.0,1.0,24.0,25.17,20.25,10322.46,0.17,120.0,0.05,573.47,509.75,45.0,75.0,10.0,9.0,31.0,0
4.0,1.0,0.0,2.0,1.0,1.0,1.0,5.0,32.49,3.79,467.1,0.04,29.0,0.26,25.95,123.19,13.0,16.0,12.0,7.0,13.0,0
1.0,3.0,0.0,0.0,2.0,2.0,1.0,7.0,8.93,8.1,585.95,0.02,19.0,0.12,32.54,72.34,9.0,10.0,5.0,9.0,10.0,0
7.0,7.0,0.0,0.0,4.0,3.0,1.0,27.0,32.54,15.68,7999.96,0.17,104.0,0.06,444.44,510.32,41.0,63.0,17.0,13.0,36.0,0
6.0,27.0,0.0,1.0,14.0,13.0,4.0,108.0,91.25,30.66,85782.57,0.93,452.0,0.03,4765.7,2797.8,202.0,250.0,56.0,17.0,118.0,1
4.0,15.0,0.0,8.0,8.0,4.0,5.0,29.0,30.14,22.82,15688.14,0.23,133.0,0.04,871.56,687.6,51.0,82.0,19.0,17.0,43.0,0
6.0,5.0,0.0,0.0,3.0,2.0,1.0,31.0,59.28,13.55,10880.54,0.27,148.0,0.07,604.47,803.09,70.0,78.0,31.0,12.0,39.0,0
3.0,5.0,3.0,0.0,3.0,3.0,1.0,25.0,63.93,6.11,2387.67,0.13,75.0,0.16,132.65,390.71,33.0,42.0,27.0,10.0,33.0,0
12.0,29.0,4.0,17.0,15.0,11.0,5.0,82.0,46.15,37.86,66138.63,0.58,297.0,0.03,3674.37,1747.14,137.0,160.0,38.0,21.0,122.0,1
0.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,15.73,5.71,513.48,0.03,23.0,0.18,28.53,89.86,10.0,13.0,7.0,8.0,5.0,0
5.0,3.0,0.0,0.0,2.0,2.0,1.0,10.0,18.87,7.07,943.59,0.04,32.0,0.14,52.42,133.44,9.0,23.0,7.0,11.0,17.0,0
5.0,5.0,1.0,0.0,3.0,3.0,1.0,12.0,30.52,16.5,8310.37,0.17,99.0,0.06,461.69,503.66,33.0,66.0,17.0,17.0,20.0,0
2.0,3.0,0.0,0.0,2.0,2.0,1.0,13.0,20.88,8.45,1490.74,0.06,39.0,0.12,82.82,176.42,13.0,26.0,10.0,13.0,17.0,0
1.0,23.0,0.0,0.0,12.0,12.0,12.0,23.0,31.64,23.2,17031.8,0.24,142.0,0.04,946.21,734.13,58.0,84.0,20.0,16.0,26.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,23.25,2.0,93.01,0.02,14.0,0.5,5.17,46.51,6.0,8.0,6.0,4.0,5.0,0
6.0,31.0,5.0,0.0,16.0,7.0,13.0,48.0,31.07,39.72,49004.57,0.41,226.0,0.03,2722.48,1233.83,87.0,139.0,23.0,21.0,62.0,1
2.0,5.0,0.0,9.0,4.0,4.0,1.0,16.0,15.45,15.13,3533.74,0.08,55.0,0.07,196.32,233.64,22.0,33.0,8.0,11.0,29.0,0
2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,15.26,6.29,602.85,0.03,23.0,0.16,33.49,95.91,8.0,15.0,7.0,11.0,8.0,0
0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,9.51,5.0,237.74,0.02,15.0,0.2,13.21,47.55,5.0,10.0,3.0,6.0,5.0,0
